Sale Date,Product Name,Sales Amount,Sales Target,Region,Sales Representative,Sales Team,Customer Segment
11/25/2022,Stratus,10683.96,11092.12,West,Jane Doe,Team Beta,Corporate
11/26/2022,Vector,8731.55,8805.41,South,Sarah Brown,Team Beta,Education
11/27/2022,Orbit,-2681.68,-2914.83,East,Mike Johnson,Team Gamma,Corporate
11/28/2022,Zenith,14168.17,15516.72,West,Jane Doe,Team Gamma,Non-Profit
11/29/2022,Zenith,-695.07,-657.67,East,Mike Johnson,Team Gamma,Education
11/30/2022,Vector,9235.93,9014.04,South,Mike Johnson,Team Gamma,Small Business
12/1/2022,Orbit,7351.81,7967.55,East,Jane Doe,Team Beta,Small Business
12/2/2022,Orbit,-648.53,-727.51,North,John Smith,Team Beta,Small Business
12/3/2022,Pulse,-5062.96,-5630.07,West,Mike Johnson,Team Gamma,Government
12/4/2022,Orbit,-6001.39,-6873.61,South,Mike Johnson,Team Gamma,Non-Profit
12/5/2022,Vector,2476.66,2702.67,West,Jane Doe,Team Alpha,Government
12/6/2022,Stratus,11330.01,9683.29,South,Mike Johnson,Team Beta,Individual
12/7/2022,Zenith,-3282.89,-3644.11,South,Sarah Brown,Team Alpha,Individual
12/8/2022,Vector,9194.99,8188.8,South,Jane Doe,Team Beta,Education
12/9/2022,Orbit,7975.64,8099.83,South,Mike Johnson,Team Alpha,Startup
12/10/2022,Stratus,11618.88,11651.35,East,Mike Johnson,Team Beta,Individual
12/11/2022,Orbit,15573.74,16865.24,West,Mike Johnson,Team Beta,Startup
12/12/2022,Vector,652.8,706.48,West,Jane Doe,Team Beta,Startup
12/13/2022,Vector,2650.16,2686.99,North,Sarah Brown,Team Beta,Small Business
12/14/2022,Vector,-5299.58,-5153.06,East,Mike Johnson,Team Alpha,Enterprise
12/15/2022,Orbit,10654.47,11562.4,West,Sarah Brown,Team Gamma,Enterprise
12/16/2022,Orbit,10179.5,9615.63,South,Sarah Brown,Team Beta,Small Business
12/17/2022,Stratus,19741.33,18353.18,South,Mike Johnson,Team Alpha,Small Business
12/18/2022,Stratus,11895.46,11065.88,West,John Smith,Team Alpha,Education
12/19/2022,Pulse,9612.27,8976.99,East,Mike Johnson,Team Alpha,Non-Profit
12/20/2022,Orbit,14319.28,13905.4,East,Mike Johnson,Team Alpha,Government
12/21/2022,Orbit,4942.99,4803.26,East,John Smith,Team Beta,Startup
12/22/2022,Vector,-2848.61,-2940.88,North,John Smith,Team Alpha,Startup
12/23/2022,Orbit,5832.86,6583.52,South,Jane Doe,Team Alpha,Non-Profit
12/24/2022,Stratus,2483.8,2690.93,South,Mike Johnson,Team Gamma,Education
12/25/2022,Pulse,846.58,838.07,West,Jane Doe,Team Gamma,Government
12/26/2022,Pulse,-1566.7,-1756.4,South,Mike Johnson,Team Beta,Small Business
12/27/2022,Stratus,12546.94,12765.49,East,Jane Doe,Team Beta,Education
12/28/2022,Zenith,930.42,804.75,South,Jane Doe,Team Beta,Non-Profit
12/29/2022,Vector,17164.73,15308.67,North,Jane Doe,Team Beta,Enterprise
12/30/2022,Orbit,7382.32,6725.23,North,John Smith,Team Beta,Enterprise
12/31/2022,Orbit,11686.98,11934.79,East,Sarah Brown,Team Gamma,Education
1/1/2023,Vector,-1849.99,-1910.52,North,Jane Doe,Team Gamma,Government
1/2/2023,Stratus,20798.95,22676.36,South,Mike Johnson,Team Gamma,Non-Profit
1/3/2023,Orbit,2414.47,2600.75,South,John Smith,Team Gamma,Enterprise
1/4/2023,Stratus,13381.13,15723.1,West,Mike Johnson,Team Alpha,Government
1/5/2023,Pulse,5423.37,5900.24,South,Sarah Brown,Team Alpha,Enterprise
1/6/2023,Stratus,10463.89,10396,North,Sarah Brown,Team Gamma,Corporate
1/7/2023,Stratus,14416.58,14983.47,South,Mike Johnson,Team Beta,Individual
1/8/2023,Stratus,19797.29,19597.81,East,John Smith,Team Gamma,Small Business
1/9/2023,Orbit,11990.7,12992.02,North,John Smith,Team Beta,Small Business
1/10/2023,Pulse,12574.28,12529.25,South,Sarah Brown,Team Beta,Individual
1/11/2023,Pulse,2804.78,3123.5,South,Jane Doe,Team Gamma,Individual
1/12/2023,Zenith,6123.24,6177.16,North,Jane Doe,Team Alpha,Education
1/13/2023,Zenith,9639.29,9413.31,East,Jane Doe,Team Beta,Individual
1/14/2023,Pulse,-10913.27,-12532.11,West,Jane Doe,Team Alpha,Startup
1/15/2023,Pulse,-5227.96,-5425.05,East,John Smith,Team Alpha,Individual
1/16/2023,Orbit,-1010.5,-981.03,South,John Smith,Team Alpha,Education
1/17/2023,Zenith,9000.92,9839.08,North,Jane Doe,Team Gamma,Startup
1/18/2023,Zenith,4542.63,4109.22,West,Mike Johnson,Team Gamma,Small Business
1/19/2023,Stratus,-3843.52,-4439.83,East,John Smith,Team Beta,Education
1/20/2023,Vector,-5817.79,-6209.75,North,John Smith,Team Beta,Enterprise
1/21/2023,Zenith,1545.42,1623.34,North,Sarah Brown,Team Alpha,Education
1/22/2023,Vector,4346.47,4157.68,North,John Smith,Team Gamma,Small Business
1/23/2023,Orbit,-4231.97,-4053.86,North,John Smith,Team Gamma,Enterprise
1/24/2023,Zenith,8693.85,7415,East,Sarah Brown,Team Alpha,Small Business
1/25/2023,Pulse,6988.9,7381.19,East,Mike Johnson,Team Gamma,Enterprise
1/26/2023,Pulse,10599.73,11410.33,West,Mike Johnson,Team Alpha,Corporate
1/27/2023,Vector,2684.53,2501.44,West,Sarah Brown,Team Gamma,Education
1/28/2023,Stratus,18518.69,18649.66,South,Sarah Brown,Team Beta,Enterprise
1/29/2023,Vector,9394.02,9440.46,North,John Smith,Team Gamma,Individual
1/30/2023,Orbit,6106.68,6345.01,South,Mike Johnson,Team Beta,Government
1/31/2023,Zenith,3023.33,3012.04,North,Mike Johnson,Team Beta,Government
2/1/2023,Stratus,21587.91,20486.33,North,Mike Johnson,Team Alpha,Government
2/2/2023,Pulse,5713.1,5419.29,West,Jane Doe,Team Gamma,Startup
2/3/2023,Pulse,9183.8,9149.97,North,John Smith,Team Alpha,Government
2/4/2023,Stratus,9587.13,9425.3,South,Jane Doe,Team Beta,Non-Profit
2/5/2023,Pulse,8938.98,8939.3,South,Mike Johnson,Team Gamma,Corporate
2/6/2023,Stratus,6126.06,5827.93,South,Sarah Brown,Team Beta,Small Business
2/7/2023,Zenith,8067.79,7994.66,South,Sarah Brown,Team Gamma,Government
2/8/2023,Pulse,273.09,273.44,South,John Smith,Team Beta,Enterprise
2/9/2023,Pulse,-592.05,-675.68,West,John Smith,Team Gamma,Startup
2/10/2023,Orbit,1502.3,1315.84,East,John Smith,Team Alpha,Non-Profit
2/11/2023,Orbit,-1146.56,-1228.03,North,Sarah Brown,Team Beta,Individual
2/12/2023,Vector,13958.82,12350.29,East,Jane Doe,Team Gamma,Non-Profit
2/13/2023,Orbit,15438.77,16374.9,East,Mike Johnson,Team Gamma,Individual
2/14/2023,Stratus,9737.63,10350.72,East,Sarah Brown,Team Alpha,Non-Profit
2/15/2023,Stratus,-115.62,-124.33,East,Jane Doe,Team Alpha,Government
2/16/2023,Zenith,15179.49,14473.59,East,Sarah Brown,Team Gamma,Non-Profit
2/17/2023,Orbit,9863.62,11188.35,West,John Smith,Team Gamma,Small Business
2/18/2023,Stratus,5348.94,6018.41,North,Jane Doe,Team Beta,Non-Profit
2/19/2023,Orbit,14571,14583.76,North,Jane Doe,Team Alpha,Government
2/20/2023,Orbit,6722.33,6219.17,East,Sarah Brown,Team Gamma,Startup
2/21/2023,Orbit,7270.63,6205.29,East,Mike Johnson,Team Beta,Education
2/22/2023,Pulse,2074.87,2112.75,West,John Smith,Team Alpha,Enterprise
2/23/2023,Vector,3111.6,3639.48,North,Sarah Brown,Team Alpha,Education
2/24/2023,Zenith,6083.26,6068.36,East,Sarah Brown,Team Beta,Non-Profit
2/25/2023,Orbit,14490,15259.22,North,Sarah Brown,Team Gamma,Small Business
2/26/2023,Pulse,1214.39,1383.55,North,Jane Doe,Team Alpha,Education
2/27/2023,Stratus,6916.36,7839.9,South,Jane Doe,Team Alpha,Non-Profit
2/28/2023,Orbit,-3720.67,-3886.5,East,Sarah Brown,Team Alpha,Government
3/1/2023,Vector,5189.94,5983.81,East,John Smith,Team Beta,Startup
3/2/2023,Vector,11959.05,11732.31,South,Mike Johnson,Team Beta,Startup
3/3/2023,Pulse,5308.95,5630.21,West,Sarah Brown,Team Beta,Government
3/4/2023,Orbit,10710.38,9788.1,East,Jane Doe,Team Gamma,Government
3/5/2023,Pulse,2102.73,1897.21,South,John Smith,Team Gamma,Non-Profit
3/6/2023,Pulse,8796.84,8989.3,North,Mike Johnson,Team Alpha,Small Business
3/7/2023,Zenith,-474.31,-486.98,South,John Smith,Team Beta,Non-Profit
3/8/2023,Pulse,7671.36,8376.45,North,John Smith,Team Alpha,Small Business
3/9/2023,Pulse,6905.53,5894.86,East,Mike Johnson,Team Beta,Individual
3/10/2023,Orbit,9856.28,9691.4,East,Sarah Brown,Team Alpha,Enterprise
3/11/2023,Vector,12107.29,11168.15,East,Jane Doe,Team Beta,Government
3/12/2023,Orbit,6477.18,6244.68,South,Jane Doe,Team Alpha,Individual
3/13/2023,Zenith,6256.75,6080.65,North,Sarah Brown,Team Alpha,Small Business
3/14/2023,Orbit,10391.12,10821.54,South,Jane Doe,Team Alpha,Education
3/15/2023,Vector,14688.1,12280.58,North,Jane Doe,Team Alpha,Government
3/16/2023,Stratus,7805.51,7395.83,South,John Smith,Team Alpha,Small Business
3/17/2023,Pulse,1645.12,1701.03,West,Sarah Brown,Team Alpha,Corporate
3/18/2023,Vector,10486.3,10625.92,South,Jane Doe,Team Gamma,Education
3/19/2023,Pulse,18617.71,19535.3,South,John Smith,Team Beta,Enterprise
3/20/2023,Orbit,1968.18,2065.31,East,Jane Doe,Team Alpha,Non-Profit
3/21/2023,Zenith,3941.17,3784.07,West,John Smith,Team Beta,Individual
3/22/2023,Vector,8222.35,8229.15,East,Sarah Brown,Team Alpha,Education
3/23/2023,Pulse,13014.77,14764.34,East,Sarah Brown,Team Alpha,Small Business
3/24/2023,Pulse,12135.64,11455.92,South,Jane Doe,Team Gamma,Small Business
3/25/2023,Orbit,18490.9,20725.89,North,Mike Johnson,Team Beta,Corporate
3/26/2023,Pulse,781.09,681.66,South,Sarah Brown,Team Beta,Non-Profit
3/27/2023,Pulse,13113.19,14496.89,North,Mike Johnson,Team Alpha,Education
3/28/2023,Stratus,4177.72,4253.55,North,Jane Doe,Team Beta,Government
3/29/2023,Stratus,7331.14,7931.51,South,Jane Doe,Team Beta,Startup
3/30/2023,Pulse,-1374.53,-1370.82,South,Mike Johnson,Team Beta,Individual
3/31/2023,Pulse,6359.94,5706.57,North,Sarah Brown,Team Alpha,Individual
4/1/2023,Vector,6952.85,7335.45,West,Sarah Brown,Team Alpha,Enterprise
4/2/2023,Stratus,1549.8,1398.29,East,John Smith,Team Alpha,Individual
4/3/2023,Stratus,15456.09,17629.79,South,Sarah Brown,Team Beta,Education
4/4/2023,Vector,13650.55,13512.44,East,Mike Johnson,Team Alpha,Education
4/5/2023,Vector,9412.19,8742.12,North,Jane Doe,Team Alpha,Corporate
4/6/2023,Stratus,9412.53,9390.66,North,Sarah Brown,Team Gamma,Startup
4/7/2023,Pulse,16383.61,16285.8,East,John Smith,Team Gamma,Corporate
4/8/2023,Stratus,5188.89,5326.01,North,Jane Doe,Team Beta,Individual
4/9/2023,Vector,1353.41,1227.49,South,Jane Doe,Team Gamma,Corporate
4/10/2023,Orbit,-2205.24,-2550.71,North,Jane Doe,Team Alpha,Corporate
4/11/2023,Pulse,927.03,948.11,South,Sarah Brown,Team Alpha,Corporate
4/12/2023,Pulse,4365.65,4764.52,South,Jane Doe,Team Beta,Education
4/13/2023,Vector,506.58,520.02,North,Jane Doe,Team Gamma,Individual
4/14/2023,Vector,10003.26,10686.44,West,John Smith,Team Alpha,Education
4/15/2023,Pulse,2546.9,2290.48,South,Sarah Brown,Team Gamma,Education
4/16/2023,Stratus,8086.01,8960.55,East,Mike Johnson,Team Gamma,Individual
4/17/2023,Vector,10339.49,11095.37,North,Jane Doe,Team Gamma,Education
4/18/2023,Zenith,6396.08,7083.26,South,John Smith,Team Gamma,Non-Profit
4/19/2023,Stratus,12745.43,13212.11,West,Sarah Brown,Team Gamma,Enterprise
4/20/2023,Vector,13229.76,13985.33,North,Jane Doe,Team Alpha,Education
4/21/2023,Pulse,-1635.83,-1490.68,East,Jane Doe,Team Gamma,Individual
4/22/2023,Vector,24684.96,25302.11,East,John Smith,Team Alpha,Government
4/23/2023,Stratus,9213.72,10031.44,South,Jane Doe,Team Beta,Enterprise
4/24/2023,Zenith,22826.23,19217.46,West,Sarah Brown,Team Gamma,Education
4/25/2023,Pulse,10208.37,10796.14,West,John Smith,Team Alpha,Government
4/26/2023,Vector,17737.24,16652.74,East,John Smith,Team Beta,Small Business
4/27/2023,Vector,6877.16,7242.22,North,Sarah Brown,Team Alpha,Education
4/28/2023,Vector,16838.55,17571.34,East,Sarah Brown,Team Gamma,Enterprise
4/29/2023,Vector,2105.5,2423.22,North,John Smith,Team Alpha,Enterprise
4/30/2023,Stratus,4931.74,5522.59,North,Sarah Brown,Team Beta,Education
5/1/2023,Pulse,-7898.78,-7784.98,North,Jane Doe,Team Alpha,Startup
5/2/2023,Vector,6952.25,7354.76,East,Mike Johnson,Team Beta,Non-Profit
5/3/2023,Vector,2194.15,2181.62,South,John Smith,Team Beta,Startup
5/4/2023,Orbit,17049.21,17561.97,North,Sarah Brown,Team Beta,Government
5/5/2023,Stratus,10781.02,10696.75,East,Jane Doe,Team Beta,Corporate
5/6/2023,Stratus,3893.39,4169.33,West,Mike Johnson,Team Alpha,Education
5/7/2023,Pulse,-271.53,-263.9,West,Mike Johnson,Team Gamma,Small Business
5/8/2023,Vector,224.4,220.94,East,Jane Doe,Team Gamma,Enterprise
5/9/2023,Stratus,429.83,425.17,North,Mike Johnson,Team Beta,Startup
5/10/2023,Stratus,7601.99,8033.12,North,John Smith,Team Beta,Individual
5/11/2023,Zenith,16805.55,17562.23,East,Mike Johnson,Team Beta,Enterprise
5/12/2023,Zenith,11220.44,10907.03,East,John Smith,Team Gamma,Startup
5/13/2023,Zenith,13791.57,12734.4,East,Mike Johnson,Team Gamma,Government
5/14/2023,Orbit,6139.57,5990.37,South,John Smith,Team Alpha,Non-Profit
5/15/2023,Orbit,-1807.3,-1730.37,North,John Smith,Team Beta,Startup
5/16/2023,Vector,14351.48,14112.57,North,Jane Doe,Team Beta,Enterprise
5/17/2023,Pulse,14741.38,15200.9,East,Mike Johnson,Team Gamma,Individual
5/18/2023,Stratus,-6563.4,-6724.76,North,Jane Doe,Team Alpha,Corporate
5/19/2023,Orbit,-409.48,-430.67,South,John Smith,Team Gamma,Government
5/20/2023,Pulse,-2862.49,-2941.37,South,Jane Doe,Team Beta,Education
5/21/2023,Zenith,16268.55,17892.36,East,Jane Doe,Team Gamma,Non-Profit
5/22/2023,Vector,-2565.89,-2580.48,West,Sarah Brown,Team Beta,Startup
5/23/2023,Vector,17197.07,20073.91,South,Jane Doe,Team Alpha,Education
5/24/2023,Stratus,13171.62,13113.39,East,John Smith,Team Beta,Startup
5/25/2023,Vector,7069.34,6973.83,East,Mike Johnson,Team Alpha,Corporate
5/26/2023,Zenith,4228.6,4383.25,South,John Smith,Team Alpha,Enterprise
5/27/2023,Vector,-2623.99,-2347.19,South,Mike Johnson,Team Beta,Non-Profit
5/28/2023,Stratus,7915.76,9017.36,West,John Smith,Team Gamma,Small Business
5/29/2023,Vector,15486.8,17147.23,South,John Smith,Team Gamma,Corporate
5/30/2023,Vector,7733.68,7616.41,West,Sarah Brown,Team Gamma,Individual
5/31/2023,Stratus,523.72,511.99,North,Mike Johnson,Team Beta,Startup
6/1/2023,Stratus,15570.89,17780.85,North,Jane Doe,Team Beta,Government
6/2/2023,Vector,2656.83,3087.8,West,Mike Johnson,Team Gamma,Government
6/3/2023,Zenith,16716.6,15668.2,South,Mike Johnson,Team Gamma,Individual
6/4/2023,Pulse,10475.1,11255.78,North,John Smith,Team Gamma,Corporate
6/5/2023,Vector,6030.52,5926.3,West,Jane Doe,Team Beta,Corporate
6/6/2023,Pulse,-436.86,-430.41,North,Mike Johnson,Team Gamma,Non-Profit
6/7/2023,Orbit,4324.27,4025.36,North,John Smith,Team Gamma,Non-Profit
6/8/2023,Vector,1185.21,1346.71,West,Mike Johnson,Team Alpha,Small Business
6/9/2023,Pulse,24781.74,27785.5,West,Sarah Brown,Team Alpha,Small Business
6/10/2023,Orbit,14303.57,14399.68,East,Mike Johnson,Team Gamma,Enterprise
6/11/2023,Vector,7366.77,7806.86,North,Jane Doe,Team Gamma,Government
6/12/2023,Vector,7634.95,7789.79,West,Jane Doe,Team Beta,Government
6/13/2023,Orbit,10811.49,10381.64,South,Jane Doe,Team Beta,Individual
6/14/2023,Zenith,18512.05,18758.98,South,Sarah Brown,Team Gamma,Corporate
6/15/2023,Vector,2419.76,2779.6,East,Mike Johnson,Team Alpha,Education
6/16/2023,Orbit,10849.92,12677.07,North,Mike Johnson,Team Gamma,Small Business
6/17/2023,Zenith,8779.56,8702.75,North,Mike Johnson,Team Beta,Corporate
6/18/2023,Stratus,7283.53,8020.14,North,John Smith,Team Beta,Individual
6/19/2023,Orbit,13627.73,13300.64,South,Sarah Brown,Team Alpha,Small Business
6/20/2023,Stratus,13584.1,15610.79,East,Mike Johnson,Team Gamma,Individual
6/21/2023,Vector,15755.4,17490.21,West,John Smith,Team Alpha,Corporate
6/22/2023,Orbit,-367.85,-367.28,East,Mike Johnson,Team Alpha,Government
6/23/2023,Stratus,-505.58,-524.34,South,Mike Johnson,Team Alpha,Corporate
6/24/2023,Stratus,-2455.82,-2263.03,South,Jane Doe,Team Gamma,Non-Profit
6/25/2023,Zenith,6653.38,6381.58,East,Jane Doe,Team Gamma,Education
6/26/2023,Zenith,16739.36,17671.62,North,Mike Johnson,Team Gamma,Individual
6/27/2023,Vector,13019.15,12729.9,East,Mike Johnson,Team Beta,Individual
6/28/2023,Stratus,15950.84,12947.02,West,John Smith,Team Gamma,Individual
6/29/2023,Stratus,10355.96,10798.35,South,Mike Johnson,Team Gamma,Small Business
6/30/2023,Pulse,17121.66,16091.17,North,Jane Doe,Team Alpha,Startup
7/1/2023,Vector,15503.05,13110.16,South,Jane Doe,Team Beta,Enterprise
7/2/2023,Zenith,13406.36,12154.81,West,Jane Doe,Team Gamma,Enterprise
7/3/2023,Vector,-5.36,-4.38,North,Sarah Brown,Team Gamma,Corporate
7/4/2023,Orbit,-5162.89,-4688.43,East,John Smith,Team Beta,Small Business
7/5/2023,Pulse,693.01,673.5,East,Jane Doe,Team Beta,Individual
7/6/2023,Pulse,3838.19,3288.4,North,John Smith,Team Gamma,Education
7/7/2023,Pulse,-3588.39,-3853.13,North,Sarah Brown,Team Beta,Enterprise
7/8/2023,Vector,12618,12824.76,South,Jane Doe,Team Gamma,Enterprise
7/9/2023,Zenith,10763.15,10138.8,East,Jane Doe,Team Gamma,Non-Profit
7/10/2023,Zenith,15669.09,15024.76,North,John Smith,Team Gamma,Small Business
7/11/2023,Stratus,17054.37,17263.99,North,Mike Johnson,Team Beta,Education
7/12/2023,Orbit,8667.87,9490.18,South,John Smith,Team Alpha,Education
7/13/2023,Orbit,5184.66,5010.13,North,John Smith,Team Alpha,Individual
7/14/2023,Zenith,3850.06,3886.03,West,Mike Johnson,Team Gamma,Small Business
7/15/2023,Pulse,-1738.51,-1736.13,West,John Smith,Team Alpha,Corporate
7/16/2023,Orbit,17600,16479.13,East,Sarah Brown,Team Beta,Corporate
7/17/2023,Pulse,1668.88,1588.07,East,Jane Doe,Team Alpha,Government
7/18/2023,Stratus,5868.76,6631.71,East,Sarah Brown,Team Gamma,Government
7/19/2023,Pulse,20645.61,20508.01,West,Jane Doe,Team Alpha,Small Business
7/20/2023,Pulse,-1963.31,-1932.08,East,Jane Doe,Team Gamma,Startup
7/21/2023,Pulse,-5927.99,-5522.51,South,Sarah Brown,Team Gamma,Small Business
7/22/2023,Zenith,12466.35,11671.57,East,Sarah Brown,Team Gamma,Corporate
7/23/2023,Vector,10967.48,10892.77,North,Sarah Brown,Team Alpha,Small Business
7/24/2023,Vector,-1691.13,-1552.95,East,Mike Johnson,Team Beta,Education
7/25/2023,Stratus,19691.7,19352.34,West,Jane Doe,Team Alpha,Enterprise
7/26/2023,Pulse,7253.06,7326.23,West,Mike Johnson,Team Alpha,Education
7/27/2023,Zenith,17961.75,15591.4,South,John Smith,Team Gamma,Small Business
7/28/2023,Stratus,6527.79,6284.91,North,Jane Doe,Team Gamma,Enterprise
7/29/2023,Stratus,14110.42,11788.61,North,Mike Johnson,Team Alpha,Individual
7/30/2023,Vector,11691.54,12429.1,South,Jane Doe,Team Beta,Non-Profit
7/31/2023,Vector,5169.64,5437.08,East,Mike Johnson,Team Alpha,Individual
8/1/2023,Zenith,7335.85,8512.04,North,Sarah Brown,Team Gamma,Education
8/2/2023,Stratus,10607.14,11432.78,East,John Smith,Team Beta,Non-Profit
8/3/2023,Vector,9129.31,7750.7,South,Mike Johnson,Team Beta,Individual
8/4/2023,Orbit,15779.53,15370.13,South,John Smith,Team Gamma,Startup
8/5/2023,Vector,10926.34,9310.39,East,Sarah Brown,Team Alpha,Education
8/6/2023,Stratus,-2739.11,-2746.21,East,Sarah Brown,Team Alpha,Non-Profit
8/7/2023,Vector,5692.91,4990.53,West,Mike Johnson,Team Beta,Small Business
8/8/2023,Vector,6632.83,7223.69,South,Mike Johnson,Team Gamma,Education
8/9/2023,Orbit,8216.02,8171.52,North,Mike Johnson,Team Alpha,Government
8/10/2023,Vector,9730.26,9587.82,East,Sarah Brown,Team Gamma,Enterprise
8/11/2023,Orbit,9817.12,8522.78,North,Mike Johnson,Team Alpha,Non-Profit
8/12/2023,Vector,392.24,394.37,South,Sarah Brown,Team Gamma,Startup
8/13/2023,Vector,4237.37,4376.9,East,Sarah Brown,Team Gamma,Small Business
8/14/2023,Stratus,13987.17,13064.35,South,Jane Doe,Team Gamma,Small Business
8/15/2023,Orbit,10659.8,11676.01,East,Mike Johnson,Team Gamma,Education
8/16/2023,Vector,10473.68,10342.93,West,John Smith,Team Gamma,Government
8/17/2023,Zenith,11782.74,12102.97,North,Mike Johnson,Team Alpha,Startup
8/18/2023,Pulse,21877.47,23914.48,South,Sarah Brown,Team Gamma,Enterprise
8/19/2023,Pulse,10882.27,10116.52,South,Mike Johnson,Team Alpha,Individual
8/20/2023,Pulse,5756.19,5237.17,East,Jane Doe,Team Alpha,Non-Profit
8/21/2023,Orbit,3661.31,3917.24,East,Mike Johnson,Team Gamma,Education
8/22/2023,Orbit,21976.54,22828.47,West,Jane Doe,Team Gamma,Corporate
8/23/2023,Pulse,8411.82,8080.35,East,Jane Doe,Team Beta,Individual
8/24/2023,Zenith,9400,10362.35,South,Sarah Brown,Team Alpha,Education
8/25/2023,Zenith,8523.07,9539.48,East,Jane Doe,Team Beta,Individual
8/26/2023,Zenith,10030.62,9130.73,North,John Smith,Team Gamma,Individual
8/27/2023,Stratus,-88.67,-90.06,West,Mike Johnson,Team Gamma,Individual
8/28/2023,Stratus,4010.01,4164.33,North,John Smith,Team Gamma,Individual
8/29/2023,Orbit,-3160.8,-3082.47,North,Mike Johnson,Team Beta,Corporate
8/30/2023,Vector,-1359.5,-1347.55,East,Mike Johnson,Team Gamma,Individual
8/31/2023,Stratus,3506.6,3690.98,West,Mike Johnson,Team Gamma,Government
9/1/2023,Vector,-7858.32,-6591.98,East,Sarah Brown,Team Gamma,Small Business
9/2/2023,Orbit,16783.55,17381.61,East,John Smith,Team Beta,Startup
9/3/2023,Stratus,7619.97,7896.47,East,Mike Johnson,Team Gamma,Government
9/4/2023,Orbit,6435.03,6132.75,East,Sarah Brown,Team Alpha,Startup
9/5/2023,Zenith,1772.76,1732.72,East,Mike Johnson,Team Beta,Small Business
9/6/2023,Vector,5707.24,6018.43,North,Mike Johnson,Team Alpha,Government
9/7/2023,Orbit,10059.58,10966,East,John Smith,Team Gamma,Corporate
9/8/2023,Zenith,10382.41,10848.22,South,Mike Johnson,Team Gamma,Non-Profit
9/9/2023,Orbit,4026.55,4172.86,South,Mike Johnson,Team Alpha,Small Business
9/10/2023,Stratus,-1615.67,-1544.43,South,Sarah Brown,Team Alpha,Enterprise
9/11/2023,Orbit,11321.31,11135.28,East,Jane Doe,Team Alpha,Corporate
9/12/2023,Pulse,8810.05,9798.01,South,Sarah Brown,Team Beta,Enterprise
9/13/2023,Vector,3551.1,3624.56,East,John Smith,Team Beta,Small Business
9/14/2023,Stratus,14127.37,14898.95,North,Mike Johnson,Team Gamma,Enterprise
9/15/2023,Pulse,10042.27,10537.43,South,John Smith,Team Alpha,Government
9/16/2023,Vector,12566.72,12308.7,North,John Smith,Team Beta,Startup
9/17/2023,Orbit,14970.58,14233.36,North,Jane Doe,Team Beta,Education
9/18/2023,Stratus,12186.09,13257.01,East,Jane Doe,Team Alpha,Corporate
9/19/2023,Stratus,2610.06,2722.39,West,John Smith,Team Gamma,Non-Profit
9/20/2023,Zenith,14183.18,13816.43,North,Jane Doe,Team Gamma,Enterprise
9/21/2023,Vector,-3870.12,-3920.94,West,Sarah Brown,Team Beta,Non-Profit
9/22/2023,Zenith,8389.15,7861.18,South,Mike Johnson,Team Alpha,Small Business
9/23/2023,Vector,11252.02,12266.76,East,Sarah Brown,Team Alpha,Small Business
9/24/2023,Zenith,7530.63,7158.41,West,Jane Doe,Team Gamma,Small Business
9/25/2023,Zenith,4094.68,3720.54,South,John Smith,Team Gamma,Small Business
9/26/2023,Orbit,4680.08,4216.09,South,John Smith,Team Alpha,Enterprise
9/27/2023,Orbit,8525.46,9679.25,East,Jane Doe,Team Alpha,Non-Profit
9/28/2023,Pulse,7366.4,7086.89,West,Jane Doe,Team Beta,Government
9/29/2023,Orbit,5155.79,4403.99,West,Jane Doe,Team Beta,Startup
9/30/2023,Zenith,16727.59,18428.71,East,John Smith,Team Alpha,Individual
10/1/2023,Stratus,17985.49,19830.24,North,Mike Johnson,Team Alpha,Small Business
10/2/2023,Stratus,12957.33,12124.53,East,Mike Johnson,Team Alpha,Startup
10/3/2023,Zenith,12309.33,14419.12,North,Mike Johnson,Team Gamma,Individual
10/4/2023,Zenith,10308,10384.51,East,Mike Johnson,Team Beta,Individual
10/5/2023,Orbit,17583.78,20729.36,East,Mike Johnson,Team Gamma,Government
10/6/2023,Stratus,-1052.8,-1022.5,South,Sarah Brown,Team Alpha,Small Business
10/7/2023,Zenith,1481.83,1587.63,North,Mike Johnson,Team Gamma,Enterprise
10/8/2023,Stratus,17864.35,18763.17,North,John Smith,Team Alpha,Education
10/9/2023,Stratus,-3337.11,-3342.28,East,Mike Johnson,Team Beta,Corporate
10/10/2023,Zenith,6462.41,6127.22,North,Mike Johnson,Team Alpha,Individual
10/11/2023,Zenith,8515.48,8749.57,West,John Smith,Team Alpha,Small Business
10/12/2023,Zenith,12122.53,11303.7,South,John Smith,Team Alpha,Enterprise
10/13/2023,Stratus,7175.21,7811.85,East,Sarah Brown,Team Gamma,Corporate
10/14/2023,Orbit,4128.45,3987.1,East,Jane Doe,Team Beta,Enterprise
10/15/2023,Orbit,-7347.36,-7365.31,North,Mike Johnson,Team Alpha,Non-Profit
10/16/2023,Pulse,13740.46,12967.49,West,Mike Johnson,Team Alpha,Education
10/17/2023,Stratus,17378.82,17411.06,West,Sarah Brown,Team Alpha,Non-Profit
10/18/2023,Zenith,4399.21,4351.71,West,Mike Johnson,Team Gamma,Education
10/19/2023,Stratus,2827.07,2282.93,East,John Smith,Team Gamma,Startup
10/20/2023,Vector,-6164.91,-6263.92,West,Jane Doe,Team Gamma,Government
